RAF,n,p,nodes,edges,SCC,WC,diameter,Bet_Centrality,coloring
1,3,0.75,50,574,1,1,5,0.021564625850340136,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,326,1,1,6,0.03396258503401361,2
1,3,0.5,50,486,1,1,5,0.025833333333333326,2
1,3,0.75,50,580,1,1,5,0.021360544217687072,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,324,1,1,5,0.03433673469387755,2
1,3,0.5,50,474,1,1,5,0.026326530612244898,2
1,3,0.75,50,562,1,1,5,0.02210884353741497,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,310,1,1,6,0.035221088435374144,3
1,3,0.5,50,468,1,1,5,0.02680272108843537,2
1,3,0.75,50,564,1,1,5,0.022193877551020407,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,318,1,1,5,0.03430272108843537,2
1,3,0.5,50,474,1,1,5,0.025578231292517007,2
1,3,0.75,50,582,1,1,5,0.021241496598639456,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,332,1,1,5,0.033486394557823124,2
1,3,0.5,50,436,1,1,5,0.028741496598639452,2
1,3,0.75,50,574,1,1,5,0.021547619047619048,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,314,1,1,5,0.0339625850340136,2
1,3,0.5,50,494,1,1,5,0.02474489795918368,2
1,3,0.75,50,578,1,1,5,0.021445578231292513,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,320,1,1,6,0.03413265306122449,2
1,3,0.5,50,460,1,1,5,0.027040816326530614,2
1,3,0.75,50,582,1,1,5,0.021343537414965984,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,322,1,1,5,0.033571428571428565,2
1,3,0.5,50,466,1,1,5,0.026819727891156463,2
1,3,0.75,50,584,1,1,5,0.020952380952380955,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,316,1,1,5,0.034421768707482994,3
1,3,0.5,50,482,1,1,5,0.025697278911564623,2
1,3,0.75,50,584,1,1,5,0.02098639455782313,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,338,1,1,6,0.033010204081632646,2
1,3,0.5,50,498,1,1,5,0.024693877551020406,2
1,3,0.75,50,566,1,1,5,0.021989795918367343,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,318,1,1,5,0.034149659863945574,2
1,3,0.5,50,486,1,1,5,0.0257312925170068,2
1,3,0.75,50,578,1,1,5,0.021632653061224486,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,330,1,1,5,0.0335374149659864,2
1,3,0.5,50,490,1,1,5,0.025612244897959182,2
1,3,0.75,50,572,1,1,5,0.021411564625850345,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,368,1,1,5,0.03156462585034014,2
1,3,0.5,50,464,1,1,5,0.026938775510204085,2
1,3,0.75,50,574,1,1,5,0.021292517006802722,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,362,1,1,5,0.03175170068027211,2
1,3,0.5,50,474,1,1,5,0.025901360544217687,2
1,3,0.75,50,570,1,1,5,0.02173469387755102,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,344,1,1,5,0.03232993197278911,2
1,3,0.5,50,466,1,1,5,0.02634353741496599,2
1,3,0.75,50,576,1,1,5,0.021496598639455786,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,302,1,1,5,0.03581632653061224,2
1,3,0.5,50,466,1,1,5,0.0266156462585034,2
1,3,0.75,50,584,1,1,5,0.02130952380952381,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,320,1,1,5,0.03363945578231292,2
1,3,0.5,50,472,1,1,5,0.026360544217687073,2
1,3,0.75,50,574,1,1,5,0.02159863945578231,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,330,1,1,5,0.03333333333333333,2
1,3,0.5,50,470,1,1,5,0.025969387755102036,2
1,3,0.75,50,590,1,1,4,0.020782312925170073,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,320,1,1,5,0.03321428571428571,2
1,3,0.5,50,480,1,1,5,0.02522108843537415,2
1,3,0.75,50,574,1,1,5,0.021564625850340136,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,326,1,1,6,0.03396258503401361,2
1,3,0.5,50,486,1,1,5,0.025833333333333326,2
1,3,0.75,50,580,1,1,5,0.021360544217687072,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,324,1,1,5,0.03433673469387755,2
1,3,0.5,50,474,1,1,5,0.026326530612244898,2
1,3,0.75,50,562,1,1,5,0.02210884353741497,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,310,1,1,6,0.035221088435374144,3
1,3,0.5,50,468,1,1,5,0.02680272108843537,2
1,3,0.75,50,564,1,1,5,0.022193877551020407,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,318,1,1,5,0.03430272108843537,2
1,3,0.5,50,474,1,1,5,0.025578231292517007,2
1,3,0.75,50,582,1,1,5,0.021241496598639456,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,332,1,1,5,0.033486394557823124,2
1,3,0.5,50,436,1,1,5,0.028741496598639452,2
1,3,0.75,50,574,1,1,5,0.021547619047619048,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,314,1,1,5,0.0339625850340136,2
1,3,0.5,50,494,1,1,5,0.02474489795918368,2
1,3,0.75,50,578,1,1,5,0.021445578231292513,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,320,1,1,6,0.03413265306122449,2
1,3,0.5,50,460,1,1,5,0.027040816326530614,2
1,3,0.75,50,582,1,1,5,0.021343537414965984,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,322,1,1,5,0.033571428571428565,2
1,3,0.5,50,466,1,1,5,0.026819727891156463,2
1,3,0.75,50,584,1,1,5,0.020952380952380955,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,316,1,1,5,0.034421768707482994,3
1,3,0.5,50,482,1,1,5,0.025697278911564623,2
1,3,0.75,50,584,1,1,5,0.02098639455782313,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,338,1,1,6,0.033010204081632646,2
1,3,0.5,50,498,1,1,5,0.024693877551020406,2
1,3,0.75,50,566,1,1,5,0.021989795918367343,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,318,1,1,5,0.034149659863945574,2
1,3,0.5,50,486,1,1,5,0.0257312925170068,2
1,3,0.75,50,578,1,1,5,0.021632653061224486,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,330,1,1,5,0.0335374149659864,2
1,3,0.5,50,490,1,1,5,0.025612244897959182,2
1,3,0.75,50,572,1,1,5,0.021411564625850345,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,368,1,1,5,0.03156462585034014,2
1,3,0.5,50,464,1,1,5,0.026938775510204085,2
1,3,0.75,50,574,1,1,5,0.021292517006802722,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,362,1,1,5,0.03175170068027211,2
1,3,0.5,50,474,1,1,5,0.025901360544217687,2
1,3,0.75,50,570,1,1,5,0.02173469387755102,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,344,1,1,5,0.03232993197278911,2
1,3,0.5,50,466,1,1,5,0.02634353741496599,2
1,3,0.75,50,576,1,1,5,0.021496598639455786,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,302,1,1,5,0.03581632653061224,2
1,3,0.5,50,466,1,1,5,0.0266156462585034,2
1,3,0.75,50,584,1,1,5,0.02130952380952381,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,320,1,1,5,0.03363945578231292,2
1,3,0.5,50,472,1,1,5,0.026360544217687073,2
1,3,0.75,50,574,1,1,5,0.02159863945578231,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,330,1,1,5,0.03333333333333333,2
1,3,0.5,50,470,1,1,5,0.025969387755102036,2
1,3,0.75,50,590,1,1,4,0.020782312925170073,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,320,1,1,5,0.03321428571428571,2
1,3,0.5,50,480,1,1,5,0.02522108843537415,2
1,3,0.75,50,574,1,1,5,0.021564625850340136,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,326,1,1,6,0.03396258503401361,2
1,3,0.5,50,486,1,1,5,0.025833333333333326,2
1,3,0.75,50,580,1,1,5,0.021360544217687072,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,324,1,1,5,0.03433673469387755,2
1,3,0.5,50,474,1,1,5,0.026326530612244898,2
1,3,0.75,50,562,1,1,5,0.02210884353741497,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,310,1,1,6,0.035221088435374144,3
1,3,0.5,50,468,1,1,5,0.02680272108843537,2
1,3,0.75,50,564,1,1,5,0.022193877551020407,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,318,1,1,5,0.03430272108843537,2
1,3,0.5,50,474,1,1,5,0.025578231292517007,2
1,3,0.75,50,582,1,1,5,0.021241496598639456,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,332,1,1,5,0.033486394557823124,2
1,3,0.5,50,436,1,1,5,0.028741496598639452,2
1,3,0.75,50,574,1,1,5,0.021547619047619048,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,314,1,1,5,0.0339625850340136,2
1,3,0.5,50,494,1,1,5,0.02474489795918368,2
1,3,0.75,50,578,1,1,5,0.021445578231292513,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,320,1,1,6,0.03413265306122449,2
1,3,0.5,50,460,1,1,5,0.027040816326530614,2
1,3,0.75,50,582,1,1,5,0.021343537414965984,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,322,1,1,5,0.033571428571428565,2
1,3,0.5,50,466,1,1,5,0.026819727891156463,2
1,3,0.75,50,584,1,1,5,0.020952380952380955,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,316,1,1,5,0.034421768707482994,3
1,3,0.5,50,482,1,1,5,0.025697278911564623,2
1,3,0.75,50,584,1,1,5,0.02098639455782313,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,338,1,1,6,0.033010204081632646,2
1,3,0.5,50,498,1,1,5,0.024693877551020406,2
1,3,0.75,50,566,1,1,5,0.021989795918367343,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,318,1,1,5,0.034149659863945574,2
1,3,0.5,50,486,1,1,5,0.0257312925170068,2
1,3,0.75,50,578,1,1,5,0.021632653061224486,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,330,1,1,5,0.0335374149659864,2
1,3,0.5,50,490,1,1,5,0.025612244897959182,2
1,3,0.75,50,572,1,1,5,0.021411564625850345,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,368,1,1,5,0.03156462585034014,2
1,3,0.5,50,464,1,1,5,0.026938775510204085,2
1,3,0.75,50,574,1,1,5,0.021292517006802722,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,362,1,1,5,0.03175170068027211,2
1,3,0.5,50,474,1,1,5,0.025901360544217687,2
1,3,0.75,50,570,1,1,5,0.02173469387755102,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,344,1,1,5,0.03232993197278911,2
1,3,0.5,50,466,1,1,5,0.02634353741496599,2
1,3,0.75,50,576,1,1,5,0.021496598639455786,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,302,1,1,5,0.03581632653061224,2
1,3,0.5,50,466,1,1,5,0.0266156462585034,2
1,3,0.75,50,584,1,1,5,0.02130952380952381,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,320,1,1,5,0.03363945578231292,2
1,3,0.5,50,472,1,1,5,0.026360544217687073,2
1,3,0.75,50,574,1,1,5,0.02159863945578231,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,330,1,1,5,0.03333333333333333,2
1,3,0.5,50,470,1,1,5,0.025969387755102036,2
1,3,0.75,50,590,1,1,4,0.020782312925170073,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,320,1,1,5,0.03321428571428571,2
1,3,0.5,50,480,1,1,5,0.02522108843537415,2
1,3,0.75,50,574,1,1,5,0.021564625850340136,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,326,1,1,6,0.03396258503401361,2
1,3,0.5,50,486,1,1,5,0.025833333333333326,2
1,3,0.75,50,580,1,1,5,0.021360544217687072,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,324,1,1,5,0.03433673469387755,2
1,3,0.5,50,474,1,1,5,0.026326530612244898,2
1,3,0.75,50,562,1,1,5,0.02210884353741497,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,310,1,1,6,0.035221088435374144,3
1,3,0.5,50,468,1,1,5,0.02680272108843537,2
1,3,0.75,50,564,1,1,5,0.022193877551020407,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,318,1,1,5,0.03430272108843537,2
1,3,0.5,50,474,1,1,5,0.025578231292517007,2
1,3,0.75,50,582,1,1,5,0.021241496598639456,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,332,1,1,5,0.033486394557823124,2
1,3,0.5,50,436,1,1,5,0.028741496598639452,2
1,3,0.75,50,574,1,1,5,0.021547619047619048,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,314,1,1,5,0.0339625850340136,2
1,3,0.5,50,494,1,1,5,0.02474489795918368,2
1,3,0.75,50,578,1,1,5,0.021445578231292513,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,320,1,1,6,0.03413265306122449,2
1,3,0.5,50,460,1,1,5,0.027040816326530614,2
1,3,0.75,50,582,1,1,5,0.021343537414965984,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,322,1,1,5,0.033571428571428565,2
1,3,0.5,50,466,1,1,5,0.026819727891156463,2
1,3,0.75,50,584,1,1,5,0.020952380952380955,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,316,1,1,5,0.034421768707482994,3
1,3,0.5,50,482,1,1,5,0.025697278911564623,2
1,3,0.75,50,584,1,1,5,0.02098639455782313,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,338,1,1,6,0.033010204081632646,2
1,3,0.5,50,498,1,1,5,0.024693877551020406,2
1,3,0.75,50,566,1,1,5,0.021989795918367343,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,318,1,1,5,0.034149659863945574,2
1,3,0.5,50,486,1,1,5,0.0257312925170068,2
1,3,0.75,50,578,1,1,5,0.021632653061224486,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,330,1,1,5,0.0335374149659864,2
1,3,0.5,50,490,1,1,5,0.025612244897959182,2
1,3,0.75,50,572,1,1,5,0.021411564625850345,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,368,1,1,5,0.03156462585034014,2
1,3,0.5,50,464,1,1,5,0.026938775510204085,2
1,3,0.75,50,574,1,1,5,0.021292517006802722,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,362,1,1,5,0.03175170068027211,2
1,3,0.5,50,474,1,1,5,0.025901360544217687,2
1,3,0.75,50,570,1,1,5,0.02173469387755102,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,344,1,1,5,0.03232993197278911,2
1,3,0.5,50,466,1,1,5,0.02634353741496599,2
1,3,0.75,50,576,1,1,5,0.021496598639455786,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,302,1,1,5,0.03581632653061224,2
1,3,0.5,50,466,1,1,5,0.0266156462585034,2
1,3,0.75,50,584,1,1,5,0.02130952380952381,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,320,1,1,5,0.03363945578231292,2
1,3,0.5,50,472,1,1,5,0.026360544217687073,2
1,3,0.75,50,574,1,1,5,0.02159863945578231,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,282,1,1,6,0.03761904761904762,2
1,3,0.5,50,480,1,1,5,0.026598639455782308,2
1,3,0.75,50,576,1,1,5,0.0216156462585034,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,302,1,1,5,0.034897959183673465,2
1,3,0.5,50,486,1,1,5,0.0252891156462585,2
1,3,0.75,50,574,1,1,5,0.021870748299319728,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,332,1,1,5,0.033095238095238094,2
1,3,0.5,50,466,1,1,5,0.0261734693877551,2
1,3,0.75,50,564,1,1,5,0.021989795918367347,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,298,1,1,5,0.03571428571428572,2
1,3,0.5,50,468,1,1,5,0.026275510204081632,2
1,3,0.75,50,560,1,1,5,0.022210884353741495,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,332,1,1,6,0.03403061224489795,2
1,3,0.5,50,462,1,1,5,0.026598639455782315,2
1,3,0.75,50,564,1,1,5,0.02209183673469388,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,304,1,1,5,0.03460884353741497,2
1,3,0.5,50,478,1,1,5,0.026428571428571426,2
1,3,0.75,50,576,1,1,5,0.02173469387755102,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,326,1,1,5,0.03437074829931973,2
1,3,0.5,50,512,1,1,5,0.024200680272108838,2
1,3,0.75,50,570,1,1,5,0.021479591836734695,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,316,1,1,5,0.03469387755102041,2
1,3,0.5,50,482,1,1,5,0.02517006802721088,2
1,3,0.75,50,570,1,1,5,0.02181972789115646,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,328,1,1,6,0.03389455782312925,2
1,3,0.5,50,458,1,1,5,0.027193877551020408,2
1,3,0.75,50,574,1,1,5,0.02170068027210884,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,326,1,1,5,0.034574829931972785,2
1,3,0.5,50,484,1,1,5,0.02568027210884354,2
1,3,0.75,50,580,1,1,5,0.021241496598639453,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,328,1,1,5,0.033826530612244894,2
1,3,0.5,50,484,1,1,5,0.02522108843537415,2
1,3,0.75,50,570,1,1,5,0.02156462585034014,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,328,1,1,5,0.03409863945578231,2
1,3,0.5,50,450,1,1,5,0.027551020408163263,2
1,3,0.75,50,580,1,1,5,0.021241496598639453,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,318,1,1,5,0.035,2
1,3,0.5,50,468,1,1,5,0.02622448979591837,2
1,3,0.75,50,582,1,1,5,0.021054421768707483,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,324,1,1,5,0.03362244897959183,2
1,3,0.5,50,484,1,1,5,0.025663265306122448,2
1,3,0.75,50,562,1,1,5,0.022210884353741495,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,326,1,1,5,0.034761904761904765,2
1,3,0.5,50,498,1,1,5,0.024965986394557823,2
1,3,0.75,50,582,1,1,5,0.021054421768707483,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,322,1,1,6,0.03464285714285714,2
1,3,0.5,50,508,1,1,5,0.024727891156462584,2
1,3,0.75,50,574,1,1,5,0.02130952380952381,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,326,1,1,5,0.034098639455782315,2
1,3,0.5,50,480,1,1,5,0.025578231292517004,2
1,3,0.75,50,580,1,1,5,0.02130952380952381,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,334,1,1,5,0.03335034013605442,2
1,3,0.5,50,488,1,1,5,0.025306122448979593,2
1,3,0.75,50,578,1,1,5,0.021343537414965984,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,324,1,1,6,0.03408163265306123,2
1,3,0.5,50,486,1,1,5,0.025493197278911563,2
1,3,0.75,50,572,1,1,5,0.021785714285714287,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,282,1,1,6,0.03761904761904762,2
1,3,0.5,50,480,1,1,5,0.026598639455782308,2
1,3,0.75,50,576,1,1,5,0.0216156462585034,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,302,1,1,5,0.034897959183673465,2
1,3,0.5,50,486,1,1,5,0.0252891156462585,2
1,3,0.75,50,574,1,1,5,0.021870748299319728,2
1,3,1.0,50,612,1,1,3,0.019948979591836738,2
0,3,0.0,50,108,1,1,10,0.060731292517006805,2
1,3,0.25,50,332,1,1,5,0.033095238095238094,2
1,3,0.5,50,466,1,1,5,0.0261734693877551,2
1,3,0.75,50,564,1,1,5,0.021989795918367347,2
